source_record_id,max_score,second_score,score_margin,predicted_label_count,predicted_labels,confidence,decision,provenance,lsr_prob_bypassing_safety_controls,lsr_prob_confined_space,lsr_prob_driving,lsr_prob_energy_isolation,lsr_prob_hot_work,lsr_prob_line_of_fire,lsr_prob_safe_mechanical_lifting,lsr_prob_work_authorization,lsr_prob_working_at_height
2016076762,0.698,0.4239,0.2741,2,Safe Mechanical Lifting | Working at Height,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0,0.0117,0.0,0.0027,0.001,0.698,0.0004,0.4239
2016076791,0.9984,0.5779,0.4205,2,Safe Mechanical Lifting | Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0007,0.0001,0.0289,0.1804,0.0005,0.1381,0.9984,0.0016,0.5779
2016076796,0.0004,0.0002,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0004,0.0,0.0,0.0001,0.0002,0.0001,0.0
2016076809,0.1909,0.0257,0.1652,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0064,0.0008,0.001,0.0203,0.0001,0.0002,0.0257,0.1909
2016076816,0.9996,0.0256,0.974,1,Hot Work,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0256,0.0001,0.0017,0.9996,0.0003,0.0002,0.003,0.0
2016076874,0.4356,0.0344,0.4012,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0203,0.0001,0.0011,0.4356,0.0001,0.0017,0.0344,0.0003
2016076909,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0003
2016077004,0.0042,0.001,0.0032,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0,0.0003,0.0042,0.0001,0.001,0.0002,0.0
2016087071,0.9789,0.1004,0.8785,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0,0.0221,0.0098,0.003,0.0001,0.9789,0.0013,0.1004
2016087082,0.9236,0.0007,0.9229,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0,0.0001,0.0007,0.0005,0.0004,0.9236,0.0003,0.0003
2016087087,0.004,0.0023,0.0017,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0,0.0019,0.0023,0.004,0.0001,0.0,0.0001
2016087097,0.0005,0.0001,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0001,0.0,0.0001,0.0,0.0001
2016087141,0.0549,0.0086,0.0463,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0,0.0549,0.0001,0.0004,0.0086,0.0001,0.0001
2016087210,0.0044,0.0004,0.004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0002,0.0,0.0004,0.0,0.0044,0.0003,0.0
2016087235,0.9995,0.0701,0.9294,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0031,0.001,0.9995,0.0008,0.0021,0.0267,0.0701,0.0038,0.0037
2016087292,0.9912,0.9786,0.0126,2,Work Authorization | Confined Space,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0378,0.9786,0.0436,0.0279,0.2139,0.0026,0.0055,0.9912,0.0019
2016087324,0.0003,0.0003,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0001,0.0002,0.0,0.0003,0.0003,0.0
2016087329,0.0013,0.0005,0.0008,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0013,0.0001,0.0005
2016087370,0.1829,0.054,0.1289,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0012,0.0009,0.0018,0.007,0.0004,0.1829,0.0006,0.0001,0.054
2016087391,0.0302,0.0015,0.0287,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0005,0.0,0.0,0.0302,0.0005,0.0015
2016087402,0.0013,0.0009,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0003,0.0009,0.0,0.0003,0.0013,0.0,0.0006
2016087440,0.9995,0.0221,0.9774,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0018,0.0056,0.0195,0.0098,0.0003,0.0108,0.0221,0.9995
2016087463,0.6676,0.3519,0.3157,2,Line of Fire | Energy Isolation,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0026,0.0015,0.0003,0.3519,0.0012,0.6676,0.0112,0.0003,0.1305
2016087471,0.0181,0.0063,0.0118,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0017,0.0063,0.0181,0.0039,0.0002,0.0051,0.0006,0.0024,0.0013
2016087491,0.9965,0.0042,0.9923,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0,0.0034,0.0003,0.0004,0.0009,0.0042,0.0003,0.9965
2016087533,0.9242,0.8001,0.1241,3,Driving | Safe Mechanical Lifting | Work Authorization,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0124,0.0284,0.9242,0.1411,0.0044,0.0016,0.8001,0.5126,0.0684
2016087570,0.9993,0.0978,0.9015,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0303,0.0273,0.0254,0.9993,0.0005,0.0022,0.0978,0.0205,0.0016
2016087588,0.0019,0.0006,0.0013,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0001,0.0004,0.0,0.0001,0.0019,0.0006,0.0
2016087594,0.168,0.0047,0.1633,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0047,0.0,0.0,0.0001,0.0029,0.0001,0.168
2016087708,0.0066,0.0005,0.0061,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0005,0.0001,0.0005,0.0002,0.0003,0.0003,0.0066
2016087757,0.0347,0.0019,0.0328,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0019,0.0,0.0347,0.0,0.0001
2016087760,0.6462,0.0014,0.6448,1,Line of Fire,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0006,0.0002,0.0004,0.0002,0.001,0.6462,0.0003,0.0,0.0014
2016087807,0.9995,0.0447,0.9548,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0096,0.0126,0.0058,0.9995,0.0027,0.0004,0.0447,0.006,0.0025
2016087810,0.001,0.0007,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0,0.0007,0.0001,0.001,0.0001,0.0,0.0001
2016087864,0.6147,0.0102,0.6045,1,Working at Height,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0001,0.0002,0.007,0.0003,0.0001,0.0102,0.0008,0.6147
2016087908,0.0048,0.0006,0.0042,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0001,0.0048,0.0,0.0006,0.0002,0.0001
2016087922,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0001,0.0003,0.0001,0.0,0.0
2016088038,0.998,0.3151,0.6829,2,Driving | Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0827,0.128,0.998,0.3151,0.0903,0.0247,0.0395,0.1885,0.0017
2016088045,0.1004,0.0049,0.0955,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0001,0.0049,0.0042,0.0001,0.1004,0.0011,0.004
2016088048,0.0264,0.0195,0.0069,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.001,0.0036,0.0043,0.0023,0.0002,0.0003,0.0264,0.0195,0.0006
2016088068,0.0007,0.0005,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0005,0.0,0.0001,0.0,0.0003,0.0001,0.0007
2016088076,0.3732,0.0002,0.373,1,Safe Mechanical Lifting,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0,0.0,0.0,0.0002,0.0001,0.0,0.3732,0.0002,0.0001
2016088085,0.0111,0.0016,0.0095,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0007,0.0001,0.0005,0.0111,0.0,0.0001,0.0016,0.0008
2016088097,0.0316,0.0021,0.0295,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0001,0.0021,0.0009,0.0,0.0002,0.0002,0.0316
2016088213,0.9969,0.2849,0.712,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0039,0.0419,0.9969,0.0736,0.075,0.0005,0.0266,0.2849,0.0136
2016088141,0.0027,0.0005,0.0022,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0001,0.0001,0.0002,0.0027,0.0005,0.0,0.0003
2016088161,0.9994,0.635,0.3644,2,Driving | Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0042,0.008,0.9994,0.0042,0.0095,0.0063,0.0913,0.1467,0.635
2016088251,0.0016,0.0014,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0016,0.0003,0.0001,0.0014,0.0002,0.0011
2016098282,0.9932,0.0625,0.9307,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0004,0.0006,0.012,0.0625,0.0077,0.003,0.9932,0.0099,0.0018
2016098293,0.99,0.6544,0.3356,4,Driving | Line of Fire | Safe Mechanical Lifting | Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0881,0.1012,0.99,0.2172,0.2317,0.6544,0.5619,0.1188,0.3584
2016098322,0.0022,0.0008,0.0014,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0008,0.0005,0.0,0.0001,0.0007,0.0006,0.0022
2016098350,0.0008,0.0007,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0,0.0,0.0007,0.0,0.0008
2016098364,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0,0.0003,0.0,0.0002
2016098379,0.0147,0.0009,0.0138,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0003,0.0002,0.0,0.0147,0.0,0.0,0.0001,0.0009
2016098387,0.0737,0.0083,0.0654,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0023,0.0083,0.0022,0.0005,0.0,0.0,0.0021,0.0737
2016098425,0.0089,0.0012,0.0077,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0012,0.0,0.0,0.0001,0.0089,0.0001,0.0002
2016098426,0.9901,0.0037,0.9864,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0014,0.003,0.0003,0.9901,0.0002,0.0001,0.0004,0.0006,0.0037
2016098458,0.0336,0.0189,0.0147,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.001,0.0006,0.0004,0.0336,0.0002,0.0189,0.0004,0.0001,0.0
2016098476,0.2043,0.0265,0.1778,1,Safe Mechanical Lifting,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0002,0.0001,0.0004,0.0265,0.0022,0.019,0.2043,0.0003,0.0118
2016098502,0.0014,0.0009,0.0005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0003,0.0014,0.0,0.0009,0.0,0.0002,0.0003,0.0003
2016098519,0.5424,0.0209,0.5215,1,Safe Mechanical Lifting,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0,0.0,0.0117,0.0005,0.0027,0.5424,0.0002,0.0209
2016098553,0.9769,0.0309,0.946,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0,0.0027,0.0309,0.0,0.0001,0.9769,0.0031,0.0079
2016098558,0.0113,0.0007,0.0106,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0005,0.0007,0.0113,0.0,0.0
2016098584,0.7158,0.0024,0.7134,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0001,0.0012,0.0024,0.0003,0.0001,0.001,0.0002,0.7158
2016098591,0.028,0.0063,0.0217,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0001,0.0005,0.028,0.0023,0.0063,0.0001,0.0
2016098623,0.9867,0.0076,0.9791,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.001,0.0002,0.9867,0.0021,0.0003,0.0056,0.0076,0.0004,0.0009
2016098738,0.003,0.0026,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0013,0.0001,0.003,0.002,0.0011,0.0001,0.0002,0.0026
2016098750,0.0034,0.0032,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0034,0.0001,0.0012,0.0032,0.0002,0.0001,0.0012,0.0001
2016098778,0.1423,0.0542,0.0881,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0007,0.0022,0.0009,0.0056,0.0303,0.1423,0.0542,0.0004,0.0001
2016098830,0.0296,0.0195,0.0101,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0195,0.0001,0.0001,0.0001,0.0296,0.0017,0.0106
2016098841,0.0127,0.01,0.0027,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0002,0.0003,0.0001,0.0014,0.01,0.0004,0.0001,0.0127
2016098843,0.6528,0.0445,0.6083,1,Working at Height,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0002,0.0013,0.0445,0.0013,0.0001,0.0099,0.0007,0.6528
2016098850,0.769,0.0012,0.7678,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0008,0.0006,0.0012,0.0002,0.0001,0.0,0.0005,0.769
2016098862,0.0998,0.0077,0.0921,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0077,0.0008,0.0,0.0001,0.0046,0.0001,0.0998
2016098881,0.2922,0.0005,0.2917,1,Working at Height,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0,0.0001,0.0003,0.0,0.0001,0.0005,0.0001,0.0001,0.2922
2016098911,0.0222,0.0193,0.0029,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0004,0.0012,0.0004,0.0222,0.0003,0.0193
2016098919,0.0038,0.0004,0.0034,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0038,0.0,0.0
2016098921,0.0571,0.0131,0.044,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0005,0.0131,0.0033,0.0571,0.0031,0.0001,0.0003,0.0117,0.0003
2016098922,0.9856,0.7864,0.1992,2,Safe Mechanical Lifting | Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0002,0.0,0.7864,0.0002,0.0,0.005,0.9856,0.0006,0.0021
2016098930,0.004,0.0016,0.0024,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0016,0.0,0.004,0.0,0.0002
2016098939,0.931,0.0012,0.9298,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0001,0.0008,0.0008,0.0003,0.0012,0.0003,0.0002,0.931
2016099106,0.0186,0.0008,0.0178,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0008,0.0,0.0001,0.0186,0.0,0.0007
2016099108,0.012,0.0027,0.0093,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0012,0.0004,0.0027,0.0004,0.0,0.0023,0.012,0.0
2016099129,0.0027,0.0026,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0007,0.0015,0.0023,0.0003,0.0024,0.0027,0.0009,0.0026
2016099138,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0
2016099139,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001
2016099175,0.6051,0.0139,0.5912,1,Working at Height,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0,0.0139,0.0001,0.0002,0.0064,0.0019,0.0,0.6051
2016099186,0.3974,0.0202,0.3772,1,Driving,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0001,0.0003,0.3974,0.0003,0.0202,0.0008,0.0003,0.0001,0.0008
2016099194,0.7649,0.6769,0.088,2,Driving | Hot Work,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0047,0.1847,0.7649,0.0684,0.6769,0.0019,0.0419,0.1976,0.0044
2016099268,0.9992,0.0161,0.9831,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0072,0.0161,0.0006,0.9992,0.0017,0.0001,0.0028,0.0082,0.0001
2016109306,0.0253,0.0013,0.024,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0001,0.0002,0.0253,0.0,0.0013,0.0001,0.0,0.001
2016109318,0.0091,0.0083,0.0008,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0004,0.0091,0.0003,0.0083,0.0018,0.0004,0.0004,0.0021,0.0018
2016109353,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0003,0.0001,0.0002,0.0,0.0002
2016109396,0.9659,0.0115,0.9544,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0015,0.0027,0.9659,0.003,0.0004,0.0003,0.0002,0.004,0.0115
2016109402,0.6713,0.0006,0.6707,1,Safe Mechanical Lifting,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0,0.0004,0.0001,0.0001,0.0001,0.6713,0.0005,0.0006
2016109502,0.9975,0.0073,0.9902,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0018,0.0033,0.0001,0.9975,0.0006,0.0003,0.0,0.0003,0.0073
2016109517,0.0618,0.0236,0.0382,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0005,0.0104,0.0013,0.0618,0.0086,0.0002,0.0081,0.0236,0.0009
2016109564,0.0009,0.0002,0.0007,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0009,0.0001,0.0002,0.0002,0.0,0.0,0.0002
20161011139,0.9484,0.0579,0.8905,1,Hot Work,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0071,0.0,0.0579,0.9484,0.0001,0.0028,0.0056,0.0
2016109619,0.0485,0.0113,0.0372,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0007,0.0005,0.0007,0.0485,0.0019,0.0113,0.0018,0.0072
2016109629,0.0076,0.0069,0.0007,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0007,0.0002,0.0,0.0076,0.0009,0.0069
2016109646,0.1368,0.0005,0.1363,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0,0.0001,0.0004,0.0,0.0005,0.1368,0.0004,0.0002
2016109654,0.595,0.0622,0.5328,1,Energy Isolation,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0015,0.0009,0.0,0.595,0.0002,0.0622,0.0018,0.0001,0.0026
2016109667,0.0468,0.0224,0.0244,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0006,0.0,0.0224,0.0468,0.0011,0.0023,0.0001,0.0
2016109686,0.9223,0.7217,0.2006,2,Safe Mechanical Lifting | Line of Fire,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0011,0.0004,0.0194,0.0002,0.0029,0.7217,0.9223,0.0002,0.0043
2016109689,0.0013,0.0004,0.0009,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0004,0.0001,0.0,0.0013,0.0001,0.0001
2016109709,0.1492,0.0024,0.1468,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0003,0.0002,0.0006,0.0024,0.0002,0.0018,0.1492,0.0006,0.0004
2016109724,0.0712,0.0014,0.0698,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0011,0.0001,0.0712,0.0013,0.0,0.0014,0.0011,0.0
2016109737,1.0,0.0631,0.9369,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0005,0.0002,0.0182,0.0472,0.0155,0.0506,1.0,0.0053,0.0631
2016109752,0.7494,0.0382,0.7112,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0004,0.003,0.0028,0.0058,0.0109,0.0315,0.0382,0.0011,0.7494
2016109783,0.944,0.2441,0.6999,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.001,0.0002,0.2243,0.2441,0.0027,0.944,0.0081,0.1325
2016109793,0.116,0.084,0.032,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0047,0.0039,0.116,0.0067,0.0005,0.084,0.0001,0.0002,0.0263
2016109795,0.835,0.6787,0.1563,2,Safe Mechanical Lifting | Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0,0.0007,0.0011,0.0009,0.0019,0.835,0.0004,0.6787
2016109799,0.1564,0.0288,0.1276,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0003,0.0,0.0001,0.0288,0.0,0.0,0.0004,0.1564
2016109803,0.7983,0.004,0.7943,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0,0.0001,0.0019,0.0001,0.0007,0.7983,0.0002,0.004
2016109828,0.0039,0.0006,0.0033,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0,0.0001,0.0003,0.0,0.0039,0.0003,0.0,0.0006
2016109868,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0,0.0,0.0,0.0003,0.0001,0.0002
2016109887,0.0028,0.0004,0.0024,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0004,0.0028,0.0001,0.0,0.0,0.0
2016109891,0.3078,0.0756,0.2322,1,Working at Height,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0005,0.0028,0.0016,0.0756,0.0056,0.0101,0.0005,0.0003,0.3078
2016109932,0.0193,0.0007,0.0186,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0002,0.0002,0.0193,0.0002,0.0001,0.0001,0.0001,0.0007
20161010106,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0,0.0002,0.0001,0.0,0.0
20161010152,0.9958,0.189,0.8068,1,Hot Work,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.189,0.0001,0.0003,0.9958,0.0005,0.0,0.0072,0.0
20161010153,0.9997,0.1032,0.8965,1,Hot Work,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.1032,0.0001,0.0002,0.9997,0.0001,0.0,0.004,0.0001
20161010154,0.2492,0.1143,0.1349,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0009,0.018,0.0001,0.2492,0.1143,0.0067,0.0004,0.0025,0.008
20161010251,0.3906,0.0619,0.3287,1,Energy Isolation,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0011,0.0012,0.0005,0.3906,0.0003,0.0015,0.0619,0.0043,0.0005
20161010252,0.0495,0.0015,0.048,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0,0.0,0.0009,0.0495,0.0002,0.0015
20161010261,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0001,0.0001,0.0002,0.0,0.0,0.0001,0.0
20161110315,0.6914,0.0317,0.6597,1,Energy Isolation,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0256,0.0269,0.0018,0.6914,0.0002,0.017,0.014,0.0317,0.0005
20161110347,0.96,0.9319,0.0281,2,Line of Fire | Driving,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0135,0.0019,0.9319,0.0018,0.0027,0.96,0.1231,0.0001,0.0019
20161110355,0.9894,0.0202,0.9692,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0003,0.0017,0.9894,0.0001,0.0008,0.0001,0.005,0.0202,0.0048
20161110381,0.0207,0.0047,0.016,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0002,0.0042,0.0001,0.0,0.0047,0.0001,0.0,0.0207
